030101,2,01,-1,1,-1,1,-1,3
030102,2,01,-1,1,-1,1,-1,3
030103,2,01,-1,1,-1,1,-1,3
030104,2,01,-1,1,-1,1,-1,3
030105,2,01,-1,1,-1,1,-1,3
030106,2,01,-1,1,-1,1,-1,3
030107,2,01,-1,1,-1,1,-1,3
030108,2,01,-1,1,-1,1,-1,3
030109,2,01,-1,1,-1,1,-1,3
030110,2,01,-1,1,-1,1,-1,3
030111,2,01,-1,1,-1,1,-1,3
030112,2,01,-1,1,-1,1,-1,3
030113,2,01,-1,1,-1,1,-1,3
030114,2,01,-1,1,-1,1,-1,3
030115,2,01,-1,1,-1,1,-1,3
030116,2,01,-1,1,-1,1,-1,3
030117,2,01,-1,1,-1,1,-1,3
030118,2,01,-1,1,-1,1,-1,3
030119,2,01,-1,1,-1,1,-1,3
030120,2,01,-1,1,-1,1,-1,3
030121,2,01,-1,1,-1,1,-1,3
030122,2,01,-1,1,-1,1,-1,3
030123,2,01,-1,1,-1,1,-1,3
030201,2,02,-1,1,-1,1,-1,3
030202,2,02,-1,1,-1,1,-1,3
030203,2,02,-1,1,-1,1,-1,3
030204,2,02,-1,1,-1,1,-1,3
030205,2,02,-1,1,-1,1,-1,3
030206,2,02,-1,1,-1,1,-1,3
030207,2,02,-1,1,-1,1,-1,3
030208,2,02,-1,1,-1,1,-1,3
030209,2,02,-1,1,-1,1,-1,3
030210,2,02,-1,1,-1,1,-1,3
030211,2,02,-1,1,-1,1,-1,3
030212,2,02,-1,1,-1,1,-1,3
030213,2,02,-1,1,-1,1,-1,3
030214,2,02,-1,1,-1,1,-1,3
030215,2,02,-1,1,-1,1,-1,3
030216,2,02,-1,1,-1,1,-1,3
030217,2,02,-1,1,-1,1,-1,3
030218,2,02,-1,1,-1,1,-1,3
030219,2,02,-1,1,-1,1,-1,3
030220,2,02,-1,1,-1,1,-1,3
030221,2,02,-1,1,-1,1,-1,3
030222,2,02,-1,1,-1,1,-1,3
030223,2,02,-1,1,-1,1,-1,3
030224,2,02,-1,1,-1,1,-1,3
030225,2,02,-1,1,-1,1,-1,3
030301,2,03,-1,1,-1,1,-1,3
030302,2,03,-1,1,-1,1,-1,3
030303,2,03,-1,1,-1,1,-1,3
030304,2,03,-1,1,-1,1,-1,3
030305,2,03,-1,1,-1,1,-1,3
030306,2,03,-1,1,-1,1,-1,3
030307,2,03,-1,1,-1,1,-1,3
030308,2,03,-1,1,-1,1,-1,3
030309,2,03,-1,1,-1,1,-1,3
030310,2,03,-1,1,-1,1,-1,3
030311,2,03,-1,1,-1,1,-1,3
030312,2,03,-1,1,-1,1,-1,3
030313,2,03,-1,1,-1,1,-1,3
030314,2,03,-1,1,-1,1,-1,3
030315,2,03,-1,1,-1,1,-1,3
030316,2,03,-1,1,-1,1,-1,3
030317,2,03,-1,1,-1,1,-1,3
030318,2,03,-1,1,-1,1,-1,3
030319,2,03,-1,1,-1,1,-1,3
030320,2,03,-1,1,-1,1,-1,3
030321,2,03,-1,1,-1,1,-1,3
030322,2,03,-1,1,-1,1,-1,3
030323,2,03,-1,1,-1,1,-1,3
030401,2,04,-1,1,-1,1,-1,3
030402,2,04,-1,1,-1,1,-1,3
030403,2,04,-1,1,-1,1,-1,3
030404,2,04,-1,1,-1,1,-1,3
030405,2,04,-1,1,-1,1,-1,3
030406,2,04,-1,1,-1,1,-1,3
030407,2,04,-1,1,-1,1,-1,3
030408,2,04,-1,1,-1,1,-1,3
030409,2,04,-1,1,-1,1,-1,3
030410,2,04,-1,1,-1,1,-1,3
030411,2,04,-1,1,-1,1,-1,3
030412,2,04,-1,1,-1,1,-1,3
030413,2,04,-1,1,-1,1,-1,3
030414,2,04,-1,1,-1,1,-1,3
030415,2,04,-1,1,-1,1,-1,3
030416,2,04,-1,1,-1,1,-1,3
030417,2,04,-1,1,-1,1,-1,3
030418,2,04,-1,1,-1,1,-1,3
030419,2,04,-1,1,-1,1,-1,3
030420,2,04,-1,1,-1,1,-1,3
030421,2,04,-1,1,-1,1,-1,3
030422,2,04,-1,1,-1,1,-1,3
030423,2,04,-1,1,-1,1,-1,3
030424,2,04,-1,1,-1,1,-1,3
030425,2,04,-1,1,-1,1,-1,3
030501,2,05,-1,1,-1,1,-1,3
030502,2,05,-1,1,-1,1,-1,3
030503,2,05,-1,1,-1,1,-1,3
030504,2,05,-1,1,-1,1,-1,3
030505,2,05,-1,1,-1,1,-1,3
030506,2,05,-1,1,-1,1,-1,3
030507,2,05,-1,1,-1,1,-1,3
030508,2,05,-1,1,-1,1,-1,3
030509,2,05,-1,1,-1,1,-1,3
030510,2,05,-1,1,-1,1,-1,3
030511,2,05,-1,1,-1,1,-1,3
030512,2,05,-1,1,-1,1,-1,3
030513,2,05,-1,1,-1,1,-1,3
030514,2,05,-1,1,-1,1,-1,3
030515,2,05,-1,1,-1,1,-1,3
030516,2,05,-1,1,-1,1,-1,3
030517,2,05,-1,1,-1,1,-1,3
030518,2,05,-1,1,-1,1,-1,3
030519,2,05,-1,1,-1,1,-1,3
030520,2,05,-1,1,-1,1,-1,3
030521,2,05,-1,1,-1,1,-1,3
030522,2,05,-1,1,-1,1,-1,3
030523,2,05,-1,1,-1,1,-1,3
030601,2,06,-1,1,-1,1,-1,3
030602,2,06,-1,1,-1,1,-1,3
030603,2,06,-1,1,-1,1,-1,3
030604,2,06,-1,1,-1,1,-1,3
030605,2,06,-1,1,-1,1,-1,3
030606,2,06,-1,1,-1,1,-1,3
030607,2,06,-1,1,-1,1,-1,3
030608,2,06,-1,1,-1,1,-1,3
030609,2,06,-1,1,-1,1,-1,3
030610,2,06,-1,1,-1,1,-1,3
030611,2,06,-1,1,-1,1,-1,3
030612,2,06,-1,1,-1,1,-1,3
030613,2,06,-1,1,-1,1,-1,3
030614,2,06,-1,1,-1,1,-1,3
030615,2,06,-1,1,-1,1,-1,3
030616,2,06,-1,1,-1,1,-1,3
030617,2,06,-1,1,-1,1,-1,3
030618,2,06,-1,1,-1,1,-1,3
030619,2,06,-1,1,-1,1,-1,3
030620,2,06,-1,1,-1,1,-1,3
030621,2,06,-1,1,-1,1,-1,3
030622,2,06,-1,1,-1,1,-1,3
030623,2,06,-1,1,-1,1,-1,3
030701,2,07,-1,1,-1,1,-1,3
030702,2,07,-1,1,-1,1,-1,3
030703,2,07,-1,1,-1,1,-1,3
030704,2,07,-1,1,-1,1,-1,3
030705,2,07,-1,1,-1,1,-1,3
030706,2,07,-1,1,-1,1,-1,3
030707,2,07,-1,1,-1,1,-1,3
030708,2,07,-1,1,-1,1,-1,3
030709,2,07,-1,1,-1,1,-1,3
030710,2,07,-1,1,-1,1,-1,3
030711,2,07,-1,1,-1,1,-1,3
030712,2,07,-1,1,-1,1,-1,3
030713,2,07,-1,1,-1,1,-1,3
030714,2,07,-1,1,-1,1,-1,3
030715,2,07,-1,1,-1,1,-1,3
030716,2,07,-1,1,-1,1,-1,3
030717,2,07,-1,1,-1,1,-1,3
030718,2,07,-1,1,-1,1,-1,3
030719,2,07,-1,1,-1,1,-1,3
030720,2,07,-1,1,-1,1,-1,3
030721,2,07,-1,1,-1,1,-1,3
030722,2,07,-1,1,-1,1,-1,3
030801,2,08,-1,1,-1,1,-1,3
030802,2,08,-1,1,-1,1,-1,3
030803,2,08,-1,1,-1,1,-1,3
030804,2,08,-1,1,-1,1,-1,3
030805,2,08,-1,1,-1,1,-1,3
030806,2,08,-1,1,-1,1,-1,3
030807,2,08,-1,1,-1,1,-1,3
030808,2,08,-1,1,-1,1,-1,3
030809,2,08,-1,1,-1,1,-1,3
030810,2,08,-1,1,-1,1,-1,3
030811,2,08,-1,1,-1,1,-1,3
030812,2,08,-1,1,-1,1,-1,3
030813,2,08,-1,1,-1,1,-1,3
030814,2,08,-1,1,-1,1,-1,3
030815,2,08,-1,1,-1,1,-1,3
030816,2,08,-1,1,-1,1,-1,3
030817,2,08,-1,1,-1,1,-1,3
030818,2,08,-1,1,-1,1,-1,3
030819,2,08,-1,1,-1,1,-1,3
030820,2,08,-1,1,-1,1,-1,3
030821,2,08,-1,1,-1,1,-1,3
030822,2,08,-1,1,-1,1,-1,3
030823,2,08,-1,1,-1,1,-1,3
030901,2,09,-1,1,-1,1,-1,3
030902,2,09,-1,1,-1,1,-1,3
030903,2,09,-1,1,-1,1,-1,3
030904,2,09,-1,1,-1,1,-1,3
030905,2,09,-1,1,-1,1,-1,3
030906,2,09,-1,1,-1,1,-1,3
030907,2,09,-1,1,-1,1,-1,3
030908,2,09,-1,1,-1,1,-1,3
030909,2,09,-1,1,-1,1,-1,3
030910,2,09,-1,1,-1,1,-1,3
030911,2,09,-1,1,-1,1,-1,3
030912,2,09,-1,1,-1,1,-1,3
030913,2,09,-1,1,-1,1,-1,3
030914,2,09,-1,1,-1,1,-1,3
030915,2,09,-1,1,-1,1,-1,3
030916,2,09,-1,1,-1,1,-1,3
030917,2,09,-1,1,-1,1,-1,3
030918,2,09,-1,1,-1,1,-1,3
030919,2,09,-1,1,-1,1,-1,3
